"No.","FREQUENCY(Hz)","LS[H]","Z[ohm]"
"527","55.856E+03","18.24927E-06","6.404930E+00"
"528","56.780E+03","18.24897E-06","6.510770E+00"
"529","57.719E+03","18.24855E-06","6.618284E+00"
"530","58.674E+03","18.24810E-06","6.727614E+00"
"531","59.644E+03","18.24778E-06","6.838711E+00"
"532","60.631E+03","18.24754E-06","6.951779E+00"
"533","61.633E+03","18.24722E-06","7.066535E+00"
"534","62.653E+03","18.24699E-06","7.183390E+00"
"535","63.689E+03","18.24677E-06","7.302073E+00"
"536","64.742E+03","18.24660E-06","7.422730E+00"
"537","65.813E+03","18.24650E-06","7.545473E+00"
"538","66.901E+03","18.24640E-06","7.670162E+00"
"539","68.008E+03","18.24640E-06","7.797073E+00"
"540","69.132E+03","18.24641E-06","7.925938E+00"
"541","70.276E+03","18.24643E-06","8.057096E+00"
"542","71.438E+03","18.24655E-06","8.190368E+00"
"543","72.619E+03","18.24666E-06","8.325812E+00"
"544","73.820E+03","18.24679E-06","8.463565E+00"
"545","75.041E+03","18.24701E-06","8.603649E+00"
"546","76.282E+03","18.24733E-06","8.746079E+00"
"547","77.544E+03","18.24768E-06","8.890940E+00"
"548","78.826E+03","18.24802E-06","9.038091E+00"
"549","80.130E+03","18.24836E-06","9.187774E+00"
"550","81.455E+03","18.24887E-06","9.339951E+00"
"551","82.802E+03","18.24941E-06","9.494678E+00"
"552","84.172E+03","18.25001E-06","9.652084E+00"
"553","85.564E+03","18.25057E-06","9.812002E+00"
"554","86.979E+03","18.25128E-06","9.974650E+00"
"555","88.417E+03","18.24939E-06","10.13851E+00"
"556","89.879E+03","18.25002E-06","10.30650E+00"
"557","91.366E+03","18.25133E-06","10.47777E+00"
"558","92.877E+03","18.25283E-06","10.65192E+00"
"559","94.413E+03","18.25402E-06","10.82878E+00"
"560","95.974E+03","18.25537E-06","11.00863E+00"
"561","97.562E+03","18.25707E-06","11.19182E+00"
"562","99.175E+03","18.25853E-06","11.37775E+00"
"563","100.82E+03","18.25927E-06","11.56693E+00"
"564","102.48E+03","18.26077E-06","11.75835E+00"
"565","104.18E+03","18.26276E-06","11.95470E+00"
"566","105.90E+03","18.26481E-06","12.15343E+00"
"567","107.65E+03","18.26658E-06","12.35545E+00"
"568","109.43E+03","18.26841E-06","12.56100E+00"
"569","111.24E+03","18.27050E-06","12.77021E+00"
"570","113.08E+03","18.27269E-06","12.98300E+00"
"571","114.95E+03","18.27481E-06","13.19922E+00"
"572","116.85E+03","18.27772E-06","13.41952E+00"
"573","118.79E+03","18.28038E-06","13.64430E+00"
"574","120.75E+03","18.28299E-06","13.87140E+00"
"575","122.75E+03","18.28600E-06","14.10347E+00"
"576","124.78E+03","18.28883E-06","14.33892E+00"
"577","126.84E+03","18.29196E-06","14.57813E+00"
"578","128.94E+03","18.29523E-06","14.82214E+00"
"579","131.07E+03","18.29863E-06","15.06978E+00"
"580","133.24E+03","18.30225E-06","15.32231E+00"
"581","135.44E+03","18.30571E-06","15.57824E+00"
"582","137.68E+03","18.30949E-06","15.83914E+00"
"583","139.96E+03","18.31337E-06","16.10486E+00"
"584","142.27E+03","18.31759E-06","16.37442E+00"
"585","144.63E+03","18.32202E-06","16.65007E+00"
"586","147.02E+03","18.32649E-06","16.92933E+00"
"587","149.45E+03","18.33118E-06","17.21354E+00"
"588","151.92E+03","18.33584E-06","17.50248E+00"
"589","154.43E+03","18.34089E-06","17.79655E+00"
"590","156.99E+03","18.34624E-06","18.09684E+00"
"591","159.58E+03","18.35140E-06","18.40056E+00"
"592","162.22E+03","18.35706E-06","18.71074E+00"
"593","164.91E+03","18.36299E-06","19.02714E+00"
"594","167.63E+03","18.36872E-06","19.34701E+00"
"595","170.41E+03","18.37519E-06","19.67478E+00"
"596","173.22E+03","18.38166E-06","20.00625E+00"
"597","176.09E+03","18.38830E-06","20.34507E+00"
"598","179.00E+03","18.39557E-06","20.68945E+00"
"599","181.96E+03","18.40257E-06","21.03957E+00"
"600","184.97E+03","18.41011E-06","21.39638E+00"
"601","188.03E+03","18.41812E-06","21.75980E+00"
"602","191.14E+03","18.42564E-06","22.12873E+00"
"603","194.30E+03","18.43456E-06","22.50545E+00"
"604","197.51E+03","18.44289E-06","22.88760E+00"
"605","200.78E+03","18.45229E-06","23.27838E+00"
"606","204.10E+03","18.46191E-06","23.67564E+00"
"607","207.48E+03","18.47160E-06","24.08035E+00"
"608","210.91E+03","18.48163E-06","24.49172E+00"
"609","214.40E+03","18.49170E-06","24.91055E+00"
"610","217.94E+03","18.50245E-06","25.33657E+00"
"611","221.55E+03","18.51361E-06","25.77179E+00"
"612","225.21E+03","18.52545E-06","26.21428E+00"
"613","228.93E+03","18.53717E-06","26.66414E+00"
"614","232.72E+03","18.54978E-06","27.12401E+00"
"615","236.57E+03","18.56272E-06","27.59196E+00"
"616","240.48E+03","18.57609E-06","28.06820E+00"
"617","244.46E+03","18.58995E-06","28.55402E+00"
"618","248.50E+03","18.60424E-06","29.04821E+00"
"619","252.61E+03","18.61900E-06","29.55208E+00"
"620","256.79E+03","18.63424E-06","30.06567E+00"
"621","261.04E+03","18.65026E-06","30.58954E+00"
"622","265.35E+03","18.66668E-06","31.12197E+00"
"623","269.74E+03","18.68380E-06","31.66586E+00"
"624","274.20E+03","18.70153E-06","32.22000E+00"
"625","278.74E+03","18.71966E-06","32.78522E+00"
"626","283.35E+03","18.73852E-06","33.36101E+00"
"627","288.03E+03","18.75837E-06","33.94794E+00"
"628","292.80E+03","18.77875E-06","34.54764E+00"
"629","297.64E+03","18.79969E-06","35.15788E+00"
"630","302.56E+03","18.81767E-06","35.77321E+00"
"631","307.57E+03","18.84035E-06","36.40940E+00"
"632","312.65E+03","18.86374E-06","37.05669E+00"
"633","317.82E+03","18.88793E-06","37.71778E+00"
"634","323.08E+03","18.91316E-06","38.39324E+00"
"635","328.42E+03","18.93944E-06","39.08204E+00"
"636","333.85E+03","18.96633E-06","39.78460E+00"
"637","339.38E+03","18.99421E-06","40.50306E+00"
"638","344.99E+03","19.02312E-06","41.23525E+00"
"639","350.69E+03","19.05339E-06","41.98324E+00"
"640","356.49E+03","19.08466E-06","42.74763E+00"
"641","362.39E+03","19.11717E-06","43.52913E+00"
"642","368.38E+03","19.15069E-06","44.32622E+00"
"643","374.48E+03","19.18520E-06","45.14142E+00"
"644","380.67E+03","19.22149E-06","45.97437E+00"
"645","386.96E+03","19.25903E-06","46.82531E+00"
"646","393.36E+03","19.29799E-06","47.69604E+00"
"647","399.87E+03","19.33833E-06","48.58676E+00"
"648","406.48E+03","19.38038E-06","49.49731E+00"
"649","413.21E+03","19.42405E-06","50.43020E+00"
"650","420.04E+03","19.46920E-06","51.38294E+00"
"651","426.99E+03","19.51609E-06","52.35890E+00"
"652","434.05E+03","19.56476E-06","53.35736E+00"
"653","441.23E+03","19.61542E-06","54.38043E+00"
"654","448.52E+03","19.66810E-06","55.42736E+00"
"655","455.94E+03","19.72285E-06","56.50115E+00"
"656","463.48E+03","19.78018E-06","57.60250E+00"
"657","471.15E+03","19.83929E-06","58.73072E+00"
"658","478.94E+03","19.90024E-06","59.88520E+00"
"659","486.86E+03","19.96448E-06","61.07200E+00"
"660","494.91E+03","20.03077E-06","62.28791E+00"
"661","503.10E+03","20.09996E-06","63.53740E+00"
"662","511.42E+03","20.17224E-06","64.82043E+00"
"663","519.87E+03","20.24768E-06","66.13784E+00"
"664","528.47E+03","20.32581E-06","67.49135E+00"
"665","537.21E+03","20.40685E-06","68.88108E+00"
"666","546.10E+03","20.49174E-06","70.31226E+00"
"667","555.13E+03","20.58061E-06","71.78488E+00"
"668","564.31E+03","20.67294E-06","73.29931E+00"
"669","573.64E+03","20.76901E-06","74.85748E+00"
"670","583.13E+03","20.86924E-06","76.46313E+00"
"671","592.77E+03","20.97444E-06","78.11899E+00"
"672","602.57E+03","21.08406E-06","79.82551E+00"
"673","612.54E+03","21.19777E-06","81.58393E+00"
"674","622.67E+03","21.31790E-06","83.40313E+00"
"675","632.97E+03","21.44285E-06","85.27971E+00"
"676","643.44E+03","21.57265E-06","87.21510E+00"
"677","654.08E+03","21.71023E-06","89.22270E+00"
"678","664.90E+03","21.85356E-06","91.29743E+00"
"679","675.89E+03","22.00368E-06","93.44402E+00"
"680","687.07E+03","22.16080E-06","95.66797E+00"
"681","698.43E+03","22.32497E-06","97.97020E+00"
"682","709.98E+03","22.49923E-06","100.3677E+00"
"683","721.73E+03","22.68048E-06","102.8507E+00"
"684","733.66E+03","22.87198E-06","105.4336E+00"
"685","745.79E+03","23.07266E-06","108.1172E+00"
"686","758.13E+03","23.28264E-06","110.9064E+00"
"687","770.67E+03","23.50668E-06","113.8258E+00"
"688","783.41E+03","23.73904E-06","116.8513E+00"
"689","796.37E+03","23.98852E-06","120.0327E+00"
"690","809.54E+03","24.24728E-06","123.3341E+00"
"691","822.93E+03","24.52531E-06","126.8117E+00"
"692","836.54E+03","24.81587E-06","130.4363E+00"
"693","850.37E+03","25.12611E-06","134.2506E+00"
"694","864.44E+03","25.45117E-06","138.2376E+00"
"695","878.73E+03","25.80160E-06","142.4579E+00"
"696","893.26E+03","26.17082E-06","146.8860E+00"
"697","908.04E+03","26.56518E-06","151.5668E+00"
"698","923.06E+03","26.98441E-06","156.5058E+00"
"699","938.32E+03","27.43175E-06","161.7311E+00"
"700","953.84E+03","27.91022E-06","167.2744E+00"
"701","969.61E+03","28.42086E-06","173.1519E+00"
"702","985.65E+03","28.97239E-06","179.4331E+00"
"703","1.0020E+06","29.56808E-06","186.1613E+00"
"704","1.0185E+06","30.20252E-06","193.2886E+00"
"705","1.0354E+06","30.89323E-06","200.9916E+00"
"706","1.0525E+06","31.63813E-06","209.2399E+00"
"707","1.0699E+06","32.44821E-06","218.1483E+00"
"708","1.0876E+06","33.33052E-06","227.7913E+00"
"709","1.1056E+06","34.29492E-06","238.2665E+00"
"710","1.1239E+06","35.35154E-06","249.6794E+00"
"711","1.1424E+06","36.50808E-06","262.1006E+00"
"712","1.1613E+06","37.79150E-06","275.8142E+00"
"713","1.1805E+06","39.21649E-06","290.9605E+00"
"714","1.2001E+06","40.81890E-06","307.8950E+00"
"715","1.2199E+06","42.60334E-06","326.6811E+00"
"716","1.2401E+06","44.62548E-06","347.8856E+00"
"717","1.2606E+06","46.92610E-06","371.9120E+00"
"718","1.2815E+06","49.57602E-06","399.4896E+00"
"719","1.3026E+06","52.62686E-06","431.1423E+00"
"720","1.3242E+06","56.22700E-06","468.4000E+00"
"721","1.3461E+06","60.49322E-06","512.4591E+00"
"722","1.3683E+06","65.62188E-06","565.3551E+00"
"723","1.3910E+06","71.96191E-06","630.7098E+00"
"724","1.4140E+06","79.90498E-06","712.6548E+00"
"725","1.4374E+06","90.16881E-06","818.8356E+00"
"726","1.4611E+06","103.8393E-06","961.0695E+00"
"727","1.4853E+06","124.0200E-06","1.162699E+03"
"728","1.5099E+06","153.2661E-06","1.469301E+03"
"729","1.5348E+06","200.1657E-06","1.981622E+03"
"730","1.5602E+06","279.9911E-06","2.981419E+03"
"731","1.5860E+06","333.0594E-06","5.136879E+03"
"732","1.6123E+06","-183.7997E-06","5.662835E+03"
"733","1.6389E+06","-252.9131E-06","3.284787E+03"
"734","1.6660E+06","-182.2321E-06","2.117101E+03"
"735","1.6936E+06","-135.4932E-06","1.536419E+03"
"736","1.7216E+06","-106.0233E-06","1.200166E+03"
"737","1.7501E+06","-86.18567E-06","982.0915E+00"
"738","1.7790E+06","-72.09633E-06","830.1766E+00"
"739","1.8084E+06","-62.55292E-06","718.5445E+00"
"740","1.8383E+06","-54.26336E-06","632.4304E+00"
"741","1.8687E+06","-47.69089E-06","564.2578E+00"
"742","1.8996E+06","-42.36094E-06","508.9749E+00"
"743","1.9311E+06","-37.94297E-06","463.0984E+00"
"744","1.9630E+06","-34.24689E-06","424.6403E+00"
"745","1.9955E+06","-31.09331E-06","391.7368E+00"
"746","2.0285E+06","-28.38056E-06","363.3394E+00"
"747","2.0620E+06","-26.02426E-06","338.5763E+00"
"748","2.0961E+06","-23.95440E-06","316.7253E+00"
"749","2.1308E+06","-22.12295E-06","297.2945E+00"
"750","2.1660E+06","-20.49655E-06","279.9444E+00"
"751","2.2018E+06","-19.03960E-06","264.3096E+00"
"752","2.2382E+06","-17.72760E-06","250.1372E+00"
"753","2.2753E+06","-16.53815E-06","237.2010E+00"
"754","2.3129E+06","-15.46104E-06","225.4028E+00"
"755","2.3511E+06","-14.47882E-06","214.5598E+00"
"756","2.3900E+06","-13.57749E-06","204.5262E+00"
"757","2.4296E+06","-12.74925E-06","195.2292E+00"
"758","2.4697E+06","-11.98912E-06","186.6181E+00"
"759","2.5106E+06","-11.28215E-06","178.5206E+00"
"760","2.5521E+06","-10.62217E-06","170.8578E+00"
"761","2.5943E+06","-10.00649E-06","163.6297E+00"
"762","2.6372E+06","-9.435944E-06","156.8704E+00"
"763","2.6808E+06","-8.903915E-06","150.4935E+00"
"764","2.7252E+06","-8.404797E-06","144.4339E+00"
"765","2.7702E+06","-7.937080E-06","138.6764E+00"
"766","2.8160E+06","-7.495625E-06","133.1615E+00"
"767","2.8626E+06","-7.078069E-06","127.8641E+00"
"768","2.9100E+06","-6.682389E-06","122.7633E+00"
"769","2.9581E+06","-6.307095E-06","117.8432E+00"
"770","3.0070E+06","-5.949417E-06","113.0716E+00"
"771","3.0567E+06","-5.607627E-06","108.4310E+00"
"772","3.1073E+06","-5.279610E-06","103.8998E+00"
"773","3.1587E+06","-4.964550E-06","99.47614E+00"
"774","3.2109E+06","-4.661464E-06","95.16401E+00"
"775","3.2640E+06","-4.369380E-06","90.97904E+00"
"776","3.3180E+06","-4.088272E-06","86.96868E+00"
"777","3.3729E+06","-3.820069E-06","83.24734E+00"
"778","3.4287E+06","-3.569075E-06","80.02250E+00"
"779","3.4854E+06","-3.345277E-06","77.68430E+00"
"780","3.5430E+06","-3.167469E-06","76.85099E+00"
"781","3.6016E+06","-3.065088E-06","78.28530E+00"
"782","3.6612E+06","-3.074924E-06","82.49955E+00"
"783","3.7217E+06","-3.217256E-06","88.99256E+00"
"784","3.7833E+06","-3.455197E-06","95.90487E+00"
"785","3.8458E+06","-3.686846E-06","100.9008E+00"
"786","3.9094E+06","-3.819081E-06","102.8498E+00"
"787","3.9741E+06","-3.828420E-06","102.1181E+00"
"788","4.0398E+06","-3.744443E-06","99.69203E+00"
"789","4.1066E+06","-3.607526E-06","96.44428E+00"
"790","4.1745E+06","-3.447196E-06","92.91760E+00"
"791","4.2436E+06","-3.280407E-06","89.38710E+00"
"792","4.3138E+06","-3.116120E-06","85.98406E+00"
"793","4.3851E+06","-2.958567E-06","82.76060E+00"
"794","4.4576E+06","-2.809302E-06","79.72883E+00"
"795","4.5314E+06","-2.668414E-06","76.87387E+00"
"796","4.6063E+06","-2.536034E-06","74.18866E+00"
"797","4.6825E+06","-2.410994E-06","71.63858E+00"
"798","4.7599E+06","-2.293372E-06","69.22677E+00"
"799","4.8386E+06","-2.182570E-06","66.93944E+00"
"800","4.9187E+06","-2.077915E-06","64.76128E+00"
"801","5.0000E+06","-1.979074E-06","62.68298E+00"

